組み合わせ,共起回数
"事, 事, 描く, 描く, 為る, 無い, 言う",144
"事, 描く, 描く, 為る, 無い, 言う",168
"事, 描く, 描く, 為る, 為る, 無い, 言う",222
"描く, 描く, 無い, 物, 物, 物, 言う",102
"描く, 描く, 為る, 無い, 物, 物, 物, 言う",404
"事, 描く, 描く, 無い, 物, 物, 物, 言う",300
"描く, 描く, 無い, 物, 物, 物, 物, 言う",50
"事, 描く, 描く, 為る, 無い, 物, 物, 物, 言う",300
"描く, 描く, 為る, 無い, 物, 物, 物, 物, 言う",50
"事, 描く, 描く, 無い, 物, 物, 物, 物, 言う",50
"事, 描く, 描く, 為る, 無い, 物, 物, 物, 物, 言う",50
"事, 描く, 描く, 無い, 物, 物, 言う",300
"事, 描く, 描く, 為る, 無い, 物, 物, 言う",1200
"事, 事, 描く, 描く, 無い, 物, 物, 言う",300
"事, 事, 描く, 描く, 為る, 無い, 物, 物, 言う",300
"描く, 描く, 為る, 無い, 物, 物, 言う",412
"描く, 描く, 為る, 為る, 無い, 物, 物, 言う",606
"事, 事, 描く, 描く, 無い, 物, 言う",152
"事, 事, 描く, 描く, 為る, 無い, 物, 言う",602
"事, 事, 事, 描く, 描く, 無い, 物, 言う",50
"事, 事, 事, 描く, 描く, 為る, 無い, 物, 言う",50
"事, 描く, 描く, 為る, 無い, 物, 言う",619
"事, 描く, 描く, 為る, 為る, 無い, 物, 言う",906
"描く, 描く, 為る, 無い, 物, 言う",233
"描く, 描く, 為る, 為る, 無い, 物, 言う",318
"描く, 描く, 為る, 無い, 言う",82
"描く, 描く, 為る, 為る, 無い, 言う",98
"事, 事, 描く, 描く, 為る, 為る, 為る, 為る, 言う",33
"事, 事, 描く, 描く, 為る, 為る, 為る, 為る, 物, 言う",150
"事, 事, 描く, 描く, 為る, 為る, 為る, 物, 言う",600
"事, 事, 描く, 描く, 為る, 為る, 為る, 物, 物, 言う",1200
"事, 事, 描く, 描く, 為る, 為る, 物, 言う",900
"事, 事, 描く, 描く, 為る, 為る, 物, 物, 言う",1800
"事, 事, 描く, 描く, 為る, 物, 言う",602
"事, 事, 描く, 描く, 為る, 物, 物, 言う",1200
"事, 事, 描く, 描く, 物, 言う",152
"事, 事, 描く, 描く, 物, 物, 言う",300
"事, 描く, 描く, 物, 言う",165
"事, 描く, 描く, 為る, 物, 言う",613
"事, 描く, 描く, 物, 物, 言う",300
"事, 描く, 描く, 為る, 物, 物, 言う",300
"事, 描く, 描く, 為る, 言う",169
"事, 描く, 描く, 為る, 為る, 言う",221
"描く, 描く, 物, 物, 物, 言う",102
"描く, 描く, 為る, 物, 物, 物, 言う",404
"描く, 描く, 物, 物, 物, 物, 言う",50
"描く, 描く, 為る, 物, 物, 物, 物, 言う",50
"描く, 描く, 為る, 物, 物, 言う",412
"描く, 描く, 為る, 為る, 物, 物, 言う",606
"描く, 描く, 為る, 物, 言う",230
"描く, 描く, 為る, 為る, 物, 言う",317
"描く, 描く, 為る, 言う",90
"描く, 描く, 為る, 為る, 言う",100
"事, 事, 描く, 描く, 有る, 無い",67
"事, 事, 描く, 描く, 有る, 為る, 無い",240
"事, 事, 描く, 描く, 有る, 無い, 物",300
"事, 事, 描く, 描く, 有る, 為る, 無い, 物",240
"事, 描く, 描く, 有る, 為る, 為る, 為る, 為る, 無い",61
"事, 描く, 描く, 有る, 為る, 為る, 為る, 為る, 無い, 物",300
"事, 描く, 描く, 有る, 為る, 為る, 為る, 無い, 物",1200
"事, 描く, 描く, 有る, 為る, 為る, 為る, 無い, 物, 物",2400
"事, 描く, 描く, 有る, 為る, 為る, 無い, 物",1800
"事, 描く, 描く, 有る, 為る, 為る, 無い, 物, 物",3600
"事, 描く, 描く, 有る, 為る, 無い, 物",1205
"事, 描く, 描く, 有る, 為る, 無い, 物, 物",2400
"事, 描く, 描く, 有る, 無い, 物",305
"事, 描く, 描く, 有る, 無い, 物, 物",600
"描く, 描く, 有る, 為る, 為る, 為る, 無い",84
"描く, 描く, 有る, 為る, 為る, 為る, 無い, 物",400
"描く, 描く, 有る, 為る, 為る, 無い, 物",600
"描く, 描く, 有る, 為る, 為る, 無い, 物, 物",1200
"描く, 描く, 有る, 為る, 無い, 物",405
"描く, 描く, 有る, 為る, 無い, 物, 物",800
"描く, 描く, 有る, 無い, 物",106
"描く, 描く, 有る, 無い, 物, 物",200
"事, 事, 描く, 描く, 為る, 為る, 為る, 為る, 無い",33
"事, 事, 描く, 描く, 為る, 為る, 為る, 為る, 無い, 物",150
"事, 事, 描く, 描く, 為る, 為る, 為る, 無い, 物",600
"事, 事, 描く, 描く, 為る, 為る, 為る, 無い, 物, 物",1200
"事, 事, 描く, 描く, 為る, 為る, 無い, 物",900
"事, 事, 描く, 描く, 為る, 為る, 無い, 物, 物",1800
"事, 事, 描く, 描く, 為る, 無い, 物",601
"事, 事, 描く, 描く, 為る, 無い, 物, 物",1200
"事, 事, 描く, 描く, 無い, 物",151
"事, 事, 描く, 描く, 無い, 物, 物",300
"事, 描く, 描く, 為る, 為る, 為る, 為る, 無い",34
"事, 描く, 描く, 為る, 為る, 為る, 為る, 無い, 物",150
"事, 描く, 描く, 為る, 為る, 為る, 無い, 物",600
"事, 描く, 描く, 為る, 為る, 為る, 無い, 物, 物",1200
"事, 描く, 描く, 為る, 為る, 無い, 物",903
"事, 描く, 描く, 為る, 為る, 無い, 物, 物",1800
"事, 描く, 描く, 為る, 無い, 物",619
"事, 描く, 描く, 為る, 無い, 物, 物",1204
"事, 描く, 描く, 無い, 物",166
"事, 描く, 描く, 無い, 物, 物",304
"描く, 描く, 為る, 為る, 為る, 無い",53
"描く, 描く, 為る, 為る, 為る, 無い, 物",205
"描く, 描く, 為る, 為る, 無い, 物",315
"描く, 描く, 為る, 為る, 無い, 物, 物",603
"描く, 描く, 為る, 無い, 物",232
"描く, 描く, 為る, 無い, 物, 物",410
"描く, 描く, 無い, 物",79
"描く, 描く, 無い, 物, 物",107
"事, 事, 描く, 描く, 描く, 有る",60
"事, 事, 描く, 描く, 描く, 有る, 為る",240
"事, 事, 描く, 描く, 描く, 有る, 物",300
"事, 事, 描く, 描く, 描く, 有る, 為る, 物",240
"事, 描く, 描く, 描く, 有る, 為る, 為る, 為る",244
"事, 描く, 描く, 描く, 有る, 為る, 為る, 為る, 物",1212
"事, 描く, 描く, 描く, 有る, 為る, 為る, 為る, 為る",60
"事, 描く, 描く, 描く, 有る, 為る, 為る, 為る, 為る, 物",60
"事, 描く, 描く, 描く, 有る, 為る, 為る, 物",1836
"事, 描く, 描く, 描く, 有る, 為る, 為る, 物, 物",3636
"事, 描く, 描く, 描く, 有る, 為る, 物",1236
"事, 描く, 描く, 描く, 有る, 為る, 物, 物",2436
"事, 描く, 描く, 描く, 有る, 物",312
"事, 描く, 描く, 描く, 有る, 物, 物",612
"描く, 描く, 描く, 有る, 為る, 為る, 為る",84
"描く, 描く, 描く, 有る, 為る, 為る, 為る, 物",412
"描く, 描く, 描く, 有る, 為る, 為る, 物",636
"描く, 描く, 描く, 有る, 為る, 為る, 物, 物",1236
"描く, 描く, 描く, 有る, 為る, 物",436
"描く, 描く, 描く, 有る, 為る, 物, 物",836
"描く, 描く, 描く, 有る, 物",112
"描く, 描く, 描く, 有る, 物, 物",212
"事, 事, 描く, 描く, 有る, 為る",241
"事, 事, 描く, 描く, 有る, 為る, 物",1200
"事, 事, 描く, 描く, 有る, 為る, 為る",360
"事, 事, 描く, 描く, 有る, 為る, 為る, 物",360
"事, 事, 描く, 描く, 有る, 物",300
"事, 事, 描く, 描く, 有る, 物, 物",600
"事, 描く, 描く, 有る, 為る, 為る, 為る, 為る",61
"事, 描く, 描く, 有る, 為る, 為る, 為る, 為る, 物",300
"事, 描く, 描く, 有る, 為る, 為る, 為る, 物",1218
"事, 描く, 描く, 有る, 為る, 為る, 為る, 物, 物",2418
"事, 描く, 描く, 有る, 為る, 為る, 物",1854
"事, 描く, 描く, 有る, 為る, 為る, 物, 物",3654
"事, 描く, 描く, 有る, 為る, 物",1257
"事, 描く, 描く, 有る, 為る, 物, 物",2454
"事, 描く, 描く, 有る, 物",321
"事, 描く, 描く, 有る, 物, 物",618
"描く, 描く, 有る, 為る, 為る, 為る",91
"描く, 描く, 有る, 為る, 為る, 為る, 物",418
"描く, 描く, 有る, 為る, 為る, 物",654
"描く, 描く, 有る, 為る, 為る, 物, 物",1254
"描く, 描く, 有る, 為る, 物",457
"描く, 描く, 有る, 為る, 物, 物",854
"描く, 描く, 有る, 物",122
"描く, 描く, 有る, 物, 物",218
"事, 事, 描く, 描く, 描く",30
"事, 事, 描く, 描く, 描く, 為る",120
"事, 事, 描く, 描く, 描く, 物",150
"事, 事, 描く, 描く, 描く, 為る, 物",120
"事, 描く, 描く, 描く, 為る, 為る, 為る",124
"事, 描く, 描く, 描く, 為る, 為る, 為る, 物",612
"事, 描く, 描く, 描く, 為る, 為る, 為る, 為る",30
"事, 描く, 描く, 描く, 為る, 為る, 為る, 為る, 物",30
"事, 描く, 描く, 描く, 為る, 為る, 物",936
"事, 描く, 描く, 描く, 為る, 為る, 物, 物",1836
"事, 描く, 描く, 描く, 為る, 物",636
"事, 描く, 描く, 描く, 為る, 物, 物",1236
"事, 描く, 描く, 描く, 物",162
"事, 描く, 描く, 描く, 物, 物",312
"事, 事, 描く, 描く, 為る, 為る, 為る, 為る",33
"事, 事, 描く, 描く, 為る, 為る, 為る, 為る, 物",150
"事, 事, 描く, 描く, 為る, 為る, 為る, 物",600
"事, 事, 描く, 描く, 為る, 為る, 為る, 物, 物",1200
"事, 事, 描く, 描く, 為る, 為る, 物",900
"事, 事, 描く, 描く, 為る, 為る, 物, 物",1800
"事, 事, 描く, 描く, 為る, 物",601
"事, 事, 描く, 描く, 為る, 物, 物",1200
"事, 事, 描く, 描く, 物",151
"事, 事, 描く, 描く, 物, 物",300
"事, 描く, 描く, 為る, 為る, 為る, 為る",34
"事, 描く, 描く, 為る, 為る, 為る, 為る, 物",150
"事, 描く, 描く, 為る, 為る, 為る, 物",618
"事, 描く, 描く, 為る, 為る, 為る, 物, 物",1218
"事, 描く, 描く, 為る, 為る, 物",955
"事, 描く, 描く, 為る, 為る, 物, 物",1854
"事, 描く, 描く, 為る, 物",664
"事, 描く, 描く, 為る, 物, 物",1255
"事, 描く, 描く, 物",178
"事, 描く, 描く, 物, 物",319
"描く, 描く, 描く, 描く, 物, 物, 物",51
"描く, 描く, 描く, 描く, 為る, 物, 物, 物",203
"描く, 描く, 描く, 描く, 為る, 物, 物",209
"描く, 描く, 描く, 描く, 為る, 為る, 物, 物",309
"描く, 描く, 描く, 描く, 為る, 物",109
"描く, 描く, 描く, 描く, 為る, 為る, 物",159
"描く, 描く, 描く, 描く, 為る",53
"描く, 描く, 描く, 描く, 為る, 為る",48
"描く, 描く, 描く, 物, 物, 物",104
"描く, 描く, 描く, 為る, 物, 物, 物",412
"描く, 描く, 描く, 物, 物, 物, 物",50
"描く, 描く, 描く, 為る, 物, 物, 物, 物",50
"描く, 描く, 描く, 為る, 物, 物",436
"描く, 描く, 描く, 為る, 為る, 物, 物",636
"描く, 描く, 描く, 為る, 物",236
"描く, 描く, 描く, 為る, 為る, 物",336
"描く, 描く, 描く, 為る",93
"描く, 描く, 描く, 為る, 為る",92
"描く, 描く, 物, 物, 物",107
"描く, 描く, 為る, 物, 物, 物",420
"描く, 描く, 物, 物, 物, 物",50
"描く, 描く, 為る, 物, 物, 物, 物",50
"描く, 描く, 為る, 物, 物",461
"描く, 描く, 為る, 為る, 物, 物",657
"描く, 描く, 為る, 物",284
"描く, 描く, 為る, 為る, 物",373
"描く, 描く, 為る",136
"描く, 描く, 為る, 為る",126
"描く, 有る, 有る, 為る, 為る, 無い",36
"事, 描く, 有る, 有る, 為る, 為る, 無い",93
"事, 描く, 有る, 有る, 為る, 無い",70
"事, 事, 描く, 有る, 有る, 為る, 無い",60
"事, 描く, 有る, 有る, 無い",50
"描く, 有る, 有る, 為る, 為る",42
"事, 描く, 有る, 有る, 為る, 為る",100
"事, 描く, 有る, 有る, 為る",77
"事, 事, 描く, 有る, 有る, 為る",60
"事, 描く, 有る, 有る",42
"描く, 有る, 無い, 物, 物, 物, 言う",104
"描く, 有る, 為る, 無い, 物, 物, 物, 言う",416
"事, 描く, 有る, 無い, 物, 物, 物, 言う",300
"描く, 有る, 無い, 物, 物, 物, 物, 言う",50
"事, 描く, 有る, 為る, 無い, 物, 物, 物, 言う",300
"描く, 有る, 為る, 無い, 物, 物, 物, 物, 言う",50
"事, 描く, 有る, 無い, 物, 物, 物, 物, 言う",50
"事, 描く, 有る, 為る, 無い, 物, 物, 物, 物, 言う",50
"事, 描く, 有る, 無い, 物, 物, 言う",300
"事, 描く, 有る, 為る, 無い, 物, 物, 言う",1200
"事, 事, 描く, 有る, 無い, 物, 物, 言う",300
"事, 事, 描く, 有る, 為る, 無い, 物, 物, 言う",300
"描く, 有る, 為る, 無い, 物, 物, 言う",452
"描く, 有る, 為る, 為る, 無い, 物, 物, 言う",674
"事, 事, 描く, 有る, 無い, 物, 言う",158
"事, 事, 描く, 有る, 為る, 無い, 物, 言う",612
"事, 事, 事, 描く, 有る, 無い, 物, 言う",50
"事, 事, 事, 描く, 有る, 為る, 無い, 物, 言う",50
"事, 描く, 有る, 為る, 無い, 物, 言う",649
"事, 描く, 有る, 為る, 為る, 無い, 物, 言う",930
"描く, 有る, 為る, 無い, 物, 言う",313
"描く, 有る, 為る, 為る, 無い, 物, 言う",412
"描く, 有る, 無い, 物, 物, 物",102
"描く, 有る, 為る, 無い, 物, 物, 物",408
"事, 描く, 有る, 無い, 物, 物, 物",300
"描く, 有る, 無い, 物, 物, 物, 物",50
"事, 描く, 有る, 為る, 無い, 物, 物, 物",300
"描く, 有る, 為る, 無い, 物, 物, 物, 物",50
"事, 描く, 有る, 無い, 物, 物, 物, 物",50
"事, 描く, 有る, 為る, 無い, 物, 物, 物, 物",50
"事, 描く, 有る, 無い, 物, 物",300
"事, 描く, 有る, 為る, 無い, 物, 物",1200
"事, 事, 描く, 有る, 無い, 物, 物",300
"事, 事, 描く, 有る, 為る, 無い, 物, 物",300
"描く, 有る, 為る, 無い, 物, 物",426
"描く, 有る, 為る, 為る, 無い, 物, 物",637
"事, 事, 描く, 有る, 無い, 物",154
"事, 事, 描く, 有る, 為る, 無い, 物",608
"事, 事, 事, 描く, 有る, 無い, 物",50
"事, 事, 事, 描く, 有る, 為る, 無い, 物",50
"事, 描く, 有る, 為る, 無い, 物",636
"事, 描く, 有る, 為る, 為る, 無い, 物",926
"描く, 有る, 為る, 無い, 物",269
"描く, 有る, 為る, 為る, 無い, 物",365
"描く, 有る, 物, 物, 物, 言う",102
"描く, 有る, 為る, 物, 物, 物, 言う",408
"事, 描く, 有る, 物, 物, 物, 言う",300
"描く, 有る, 物, 物, 物, 物, 言う",50
"事, 描く, 有る, 為る, 物, 物, 物, 言う",300
"描く, 有る, 為る, 物, 物, 物, 物, 言う",50
"事, 描く, 有る, 物, 物, 物, 物, 言う",50
"事, 描く, 有る, 為る, 物, 物, 物, 物, 言う",50
"事, 描く, 有る, 物, 物, 言う",300
"事, 描く, 有る, 為る, 物, 物, 言う",1200
"事, 事, 描く, 有る, 物, 物, 言う",300
"事, 事, 描く, 有る, 為る, 物, 物, 言う",300
"描く, 有る, 為る, 物, 物, 言う",428
"描く, 有る, 為る, 為る, 物, 物, 言う",638
"事, 事, 描く, 有る, 物, 言う",154
"事, 事, 描く, 有る, 為る, 物, 言う",606
"事, 事, 事, 描く, 有る, 物, 言う",50
"事, 事, 事, 描く, 有る, 為る, 物, 言う",50
"事, 描く, 有る, 為る, 物, 言う",640
"事, 描く, 有る, 為る, 為る, 物, 言う",930
"描く, 有る, 為る, 物, 言う",280
"描く, 有る, 為る, 為る, 物, 言う",375
"描く, 有る, 物, 物, 物, 物",50
"事, 描く, 有る, 物, 物, 物, 物",150
"描く, 有る, 為る, 物, 物, 物, 物",200
"事, 描く, 有る, 為る, 物, 物, 物, 物",150
"事, 描く, 有る, 物, 物, 物",304
"事, 描く, 有る, 為る, 物, 物, 物",1212
"事, 事, 描く, 有る, 物, 物, 物",300
"事, 事, 描く, 有る, 為る, 物, 物, 物",300
"描く, 有る, 為る, 物, 物, 物",418
"描く, 有る, 為る, 為る, 物, 物, 物",619
"事, 描く, 有る, 物, 物",312
"事, 描く, 有る, 為る, 物, 物",1236
"事, 事, 描く, 有る, 物, 物",300
"事, 事, 描く, 有る, 為る, 物, 物",300
"描く, 有る, 為る, 物, 物",456
"描く, 有る, 為る, 為る, 物, 物",658
"事, 事, 描く, 有る, 物",152
"事, 事, 描く, 有る, 為る, 物",604
"事, 事, 事, 描く, 有る, 物",50
"事, 事, 事, 描く, 有る, 為る, 物",50
"事, 描く, 有る, 為る, 物",671
"事, 描く, 有る, 為る, 為る, 物",964
"描く, 有る, 為る, 物",300
"描く, 有る, 為る, 為る, 物",389
"事, 描く, 有る, 為る, 無い, 無い",42
"事, 描く, 有る, 為る, 無い, 無い, 言う",64
"描く, 有る, 為る, 無い, 無い, 言う",68
"描く, 有る, 為る, 無い, 無い, 言う, 言う",31
"描く, 有る, 無い, 無い, 言う",46
"事, 描く, 有る, 無い, 無い, 言う",58
"事, 描く, 有る, 無い, 無い",52
"事, 描く, 有る, 無い, 言う, 言う",46
"事, 描く, 有る, 為る, 無い, 言う, 言う",59
"描く, 有る, 為る, 無い, 言う, 言う",94
"描く, 有る, 為る, 為る, 無い, 言う, 言う",87
"事, 事, 描く, 有る, 無い, 言う",70
"事, 事, 描く, 有る, 為る, 無い, 言う",150
"事, 描く, 有る, 為る, 無い, 言う",236
"事, 描く, 有る, 為る, 為る, 無い, 言う",268
"描く, 有る, 為る, 無い, 言う",210
"描く, 有る, 為る, 為る, 無い, 言う",200
"事, 事, 描く, 有る, 無い",62
"事, 事, 描く, 有る, 為る, 無い",140
"事, 描く, 有る, 為る, 無い",201
"事, 描く, 有る, 為る, 為る, 無い",232
"描く, 有る, 為る, 無い",154
"描く, 有る, 為る, 為る, 無い",138
"事, 描く, 有る, 言う, 言う",49
"事, 描く, 有る, 為る, 言う, 言う",98
"描く, 有る, 為る, 言う, 言う",126
"描く, 有る, 為る, 為る, 言う, 言う",118
"事, 事, 描く, 有る, 言う",51
"事, 事, 描く, 有る, 為る, 言う",138
"事, 描く, 有る, 為る, 言う",256
"事, 描く, 有る, 為る, 為る, 言う",298
"描く, 有る, 為る, 言う",215
"描く, 有る, 為る, 為る, 言う",210
"事, 事, 描く, 有る",48
"事, 事, 描く, 有る, 為る",135
"事, 描く, 有る, 為る",225
"事, 描く, 有る, 為る, 為る",256
"描く, 有る, 為る",182
"描く, 有る, 為る, 為る",161
"描く, 無い, 物, 物, 物, 言う",59
"描く, 為る, 無い, 物, 物, 物, 言う",228
"事, 描く, 無い, 物, 物, 物, 言う",150
"事, 描く, 為る, 無い, 物, 物, 物, 言う",150
"事, 描く, 無い, 物, 物, 物",150
"事, 描く, 為る, 無い, 物, 物, 物",600
"事, 事, 描く, 無い, 物, 物, 物",150
"事, 事, 描く, 為る, 無い, 物, 物, 物",150
"描く, 為る, 無い, 物, 物, 物",216
"描く, 為る, 為る, 無い, 物, 物, 物",320
"描く, 物, 物, 物, 言う",59
"描く, 為る, 物, 物, 物, 言う",224
"事, 描く, 物, 物, 物, 言う",150
"事, 描く, 為る, 物, 物, 物, 言う",150
"事, 描く, 物, 物, 物",154
"事, 描く, 為る, 物, 物, 物",612
"事, 事, 描く, 物, 物, 物",150
"事, 事, 描く, 為る, 物, 物, 物",150
"描く, 為る, 物, 物, 物",228
"描く, 為る, 為る, 物, 物, 物",328
"事, 描く, 無い, 物, 物, 言う",159
"事, 描く, 為る, 無い, 物, 物, 言う",633
"事, 事, 描く, 無い, 物, 物, 言う",154
"事, 事, 描く, 為る, 無い, 物, 物, 言う",154
"描く, 為る, 無い, 物, 物, 言う",311
"描く, 為る, 為る, 無い, 物, 物, 言う",430
"事, 描く, 無い, 物, 物",163
"事, 描く, 為る, 無い, 物, 物",625
"事, 事, 描く, 無い, 物, 物",152
"事, 事, 描く, 為る, 無い, 物, 物",152
"描く, 為る, 無い, 物, 物",270
"描く, 為る, 為る, 無い, 物, 物",374
"事, 描く, 物, 物, 言う",157
"事, 描く, 為る, 物, 物, 言う",621
"事, 事, 描く, 物, 物, 言う",152
"事, 事, 描く, 為る, 物, 物, 言う",152
"描く, 為る, 物, 物, 言う",295
"描く, 為る, 為る, 物, 物, 言う",390
"事, 描く, 物, 物",169
"事, 描く, 為る, 物, 物",652
"事, 事, 描く, 物, 物",151
"事, 事, 描く, 為る, 物, 物",151
"描く, 為る, 物, 物",301
"描く, 為る, 為る, 物, 物",396
"事, 事, 描く, 無い, 物, 言う",102
"事, 事, 描く, 為る, 無い, 物, 言う",354
"事, 事, 描く, 為る, 無い, 物",332
"事, 事, 描く, 為る, 為る, 無い, 物",480
"事, 事, 描く, 物, 言う",94
"事, 事, 描く, 為る, 物, 言う",332
"事, 事, 描く, 為る, 物",320
"事, 事, 描く, 為る, 為る, 物",465
"事, 描く, 無い, 無い, 物, 言う",30
"事, 描く, 為る, 無い, 無い, 物, 言う",70
"事, 描く, 為る, 無い, 無い, 物",63
"事, 描く, 為る, 為る, 無い, 無い, 物",36
"事, 描く, 無い, 物, 言う, 言う",32
"事, 描く, 為る, 無い, 物, 言う, 言う",65
"事, 描く, 為る, 無い, 物, 言う",449
"事, 描く, 為る, 為る, 無い, 物, 言う",588
"事, 描く, 為る, 無い, 物",409
"事, 描く, 為る, 為る, 無い, 物",533
"事, 描く, 物, 言う, 言う",36
"事, 描く, 為る, 物, 言う, 言う",42
"事, 描く, 為る, 物, 言う",407
"事, 描く, 為る, 為る, 物, 言う",533
"事, 描く, 為る, 物",419
"事, 描く, 為る, 為る, 物",547
"描く, 無い, 無い, 無い, 物",32
"描く, 無い, 無い, 物, 言う",57
"描く, 為る, 無い, 無い, 物, 言う",86
"描く, 為る, 無い, 無い, 物",75
"描く, 為る, 為る, 無い, 無い, 物",52
"描く, 無い, 物, 言う, 言う, 言う",32
"描く, 為る, 無い, 物, 言う, 言う",121
"描く, 為る, 為る, 無い, 物, 言う, 言う",96
"描く, 為る, 無い, 物, 言う",347
"描く, 為る, 為る, 無い, 物, 言う",373
"描く, 為る, 無い, 物",284
"描く, 為る, 為る, 無い, 物",313
"描く, 物, 言う, 言う, 言う",40
"描く, 為る, 物, 言う, 言う",99
"描く, 為る, 為る, 物, 言う, 言う",65
"描く, 為る, 物, 言う",314
"描く, 為る, 為る, 物, 言う",317
"描く, 為る, 物",315
"描く, 為る, 為る, 物",331
"事, 事, 事, 描く, 言う",30
"事, 事, 事, 描く, 為る, 言う",52
"事, 事, 事, 描く, 為る",52
"事, 事, 事, 描く, 為る, 為る",43
"事, 事, 描く, 無い, 無い, 言う",39
"事, 事, 描く, 為る, 無い, 無い, 言う",44
"事, 事, 描く, 為る, 無い, 言う",174
"事, 事, 描く, 為る, 為る, 無い, 言う",168
"事, 事, 描く, 為る, 言う",167
"事, 事, 描く, 為る, 為る, 言う",171
"事, 事, 描く, 無い, 無い",30
"事, 事, 描く, 為る, 無い",151
"事, 事, 描く, 為る, 為る, 無い",152
"事, 事, 描く, 為る",162
"事, 事, 描く, 為る, 為る",171
"事, 描く, 無い, 無い, 無い",30
"事, 描く, 為る, 無い, 無い, 無い",33
"事, 描く, 為る, 為る, 無い, 無い",43
"事, 描く, 為る, 為る, 無い, 無い, 言う",70
"事, 描く, 為る, 無い, 無い, 言う",123
"事, 描く, 為る, 無い, 無い, 言う, 言う",62
"事, 描く, 無い, 無い, 言う",104
"事, 描く, 無い, 無い, 言う, 言う",55
"事, 描く, 無い, 言う, 言う",92
"事, 描く, 為る, 無い, 言う, 言う",117
"事, 描く, 為る, 無い, 言う",318
"事, 描く, 為る, 為る, 無い, 言う",279
"事, 描く, 為る, 無い",253
"事, 描く, 為る, 為る, 無い",219
"事, 描く, 言う, 言う",87
"事, 描く, 為る, 言う, 言う",117
"事, 描く, 為る, 言う",317
"事, 描く, 為る, 為る, 言う",297
"事, 描く, 為る",286
"事, 描く, 為る, 為る",274
"描く, 無い, 無い, 無い",35
"描く, 無い, 無い, 無い, 言う",32
"描く, 為る, 為る, 為る, 無い, 無い",34
"描く, 為る, 為る, 為る, 無い, 無い, 言う",45
"描く, 為る, 為る, 無い, 無い, 言う",97
"描く, 為る, 為る, 無い, 無い, 言う, 言う",47
"描く, 為る, 無い, 無い, 言う",131
"描く, 為る, 無い, 無い, 言う, 言う",66
"描く, 無い, 無い, 言う",110
"描く, 無い, 無い, 言う, 言う",46
"描く, 無い, 言う, 言う, 言う",36
"描く, 為る, 無い, 言う, 言う, 言う",50
"描く, 為る, 無い, 言う, 言う",187
"描く, 為る, 為る, 無い, 言う, 言う",153
"描く, 為る, 無い, 言う",358
"描く, 為る, 為る, 無い, 言う",314
"描く, 為る, 無い",302
"描く, 為る, 為る, 無い",255
"描く, 言う, 言う, 言う",49
"描く, 為る, 言う, 言う, 言う",64
"描く, 為る, 言う, 言う",188
"描く, 為る, 為る, 言う, 言う",143
"描く, 為る, 言う",362
"描く, 為る, 為る, 言う",301
"描く, 為る",385
"描く, 為る, 為る",305
"人, 今日",36
"人, 今日, 為る",55
"今日, 来る",36
"今日, 来る, 為る",39
"事, 今日, 言う",35
"事, 今日, 為る, 言う",66
"事, 今日, 為る",46
"事, 今日, 為る, 為る",33
"今日, 良い",41
"今日, 為る, 良い",32
"今日, 見る",43
"今日, 成る",47
"今日, 成る, 為る",40
"今日, 居る, 言う",35
"今日, 居る, 為る, 言う",55
"今日, 居る, 為る",72
"今日, 居る, 為る, 為る",72
"今日, 思う",54
"今日, 思う, 為る",44
"今日, 無い, 言う",40
"今日, 為る, 無い, 言う",68
"今日, 為る, 言う",99
"今日, 為る, 為る, 言う",78
"今日, 無い",90
"今日, 為る, 無い",74
"今日, 為る",191
"今日, 為る, 為る",87
"度, 本当",30
"度, 本当, 為る",52
"出来る, 度",32
"度, 物",32
"度, 為る, 物",43
"出る, 度",36
"出る, 度, 為る",38
"仕舞う, 度",39
"仕舞う, 度, 為る",46
"人, 度",39
"人, 度, 為る",67
"度, 行く",41
"度, 為る, 行く",30
"度, 来る",51
"度, 来る, 為る",67
"度, 思う, 良い",30
"度, 思う, 為る, 良い",44
"度, 無い, 良い, 言う, 言う, 言う",30
"度, 為る, 無い, 良い, 言う, 言う, 言う",56
"度, 為る, 無い, 良い, 言う, 言う",101
"度, 為る, 為る, 無い, 良い, 言う, 言う",46
"度, 為る, 無い, 良い, 言う",93
"度, 為る, 為る, 無い, 良い, 言う",38
"度, 為る, 無い, 良い",75
"度, 為る, 為る, 無い, 良い",38
"度, 良い, 言う, 言う",51
"度, 為る, 良い, 言う, 言う",77
"度, 為る, 良い, 言う",82
"度, 為る, 為る, 良い, 言う",32
"度, 為る, 良い",86
"度, 為る, 為る, 良い",52
"一, 度, 無い",47
"一, 度, 為る, 無い",68
"一, 度, 為る",69
"一, 度, 為る, 為る",54
"度, 有る, 無い, 言う",32
"度, 有る, 為る, 無い, 言う",49
"度, 有る, 為る, 言う",57
"度, 有る, 為る, 為る, 言う",40
"度, 有る, 無い",39
"度, 有る, 為る, 無い",48
"度, 有る, 為る",85
"度, 有る, 為る, 為る",65
"事, 度, 思う",34
"事, 度, 思う, 為る",58
"事, 居る, 度, 無い, 言う, 言う",41
"事, 居る, 度, 為る, 無い, 言う, 言う",78
"事, 居る, 度, 為る, 無い, 言う",89
"事, 居る, 度, 為る, 為る, 無い, 言う",56
"事, 居る, 度, 為る, 無い",56
"事, 居る, 度, 為る, 為る, 無い",34
"事, 居る, 度, 言う, 言う",35
"事, 居る, 度, 為る, 言う, 言う",64
